state,state_code,year,year_code,month,month_code,deaths,drug_type,date,population_annual,mortality_rate
Alabama,01,2014,2014,"Apr., 2014",2014/04,10,Heroin,2014-04-01,4849377,0.20621205569292717
Alabama,01,2014,2014,"Jul., 2014",2014/07,11,Heroin,2014-07-01,4849377,0.22683326126221987
Alabama,01,2014,2014,"Aug., 2014",2014/08,15,Heroin,2014-08-01,4849377,0.3093180835393908
Alabama,01,2014,2014,"Oct., 2014",2014/10,16,Heroin,2014-10-01,4849377,0.3299392891086834
Alabama,01,2014,2014,"Dec., 2014",2014/12,11,Heroin,2014-12-01,4849377,0.22683326126221987
Alabama,01,2014,2014,"Jun., 2014",2014/06,10,Methadone,2014-06-01,4849377,0.20621205569292717
Alabama,01,2014,2014,"Jan., 2014",2014/01,13,Prescription_Opioids,2014-01-01,4849377,0.2680756724008053
Alabama,01,2014,2014,"Mar., 2014",2014/03,11,Prescription_Opioids,2014-03-01,4849377,0.22683326126221987
Alabama,01,2014,2014,"Aug., 2014",2014/08,10,Prescription_Opioids,2014-08-01,4849377,0.20621205569292717
Alabama,01,2015,2015,"Mar., 2015",2015/03,15,Heroin,2015-03-01,4858979,0.3087068291507331
Alabama,01,2015,2015,"Apr., 2015",2015/04,16,Heroin,2015-04-01,4858979,0.32928728442744865
Alabama,01,2015,2015,"Sep., 2015",2015/09,12,Heroin,2015-09-01,4858979,0.2469654633205865
Alabama,01,2015,2015,"Oct., 2015",2015/10,13,Heroin,2015-10-01,4858979,0.26754591859730203
Alabama,01,2015,2015,"Mar., 2015",2015/03,14,Prescription_Opioids,2015-03-01,4858979,0.28812637387401757
Alabama,01,2015,2015,"Sep., 2015",2015/09,15,Prescription_Opioids,2015-09-01,4858979,0.3087068291507331
Alabama,01,2015,2015,"Jan., 2015",2015/01,12,Synthetic_Opioids,2015-01-01,4858979,0.2469654633205865
Alabama,01,2016,2016,"Jan., 2016",2016/01,11,Heroin,2016-01-01,4863300,0.22618386692163758
Alabama,01,2016,2016,"Jun., 2016",2016/06,20,Heroin,2016-06-01,4863300,0.4112433944029774
Alabama,01,2016,2016,"Jul., 2016",2016/07,11,Heroin,2016-07-01,4863300,0.22618386692163758
Alabama,01,2016,2016,"Aug., 2016",2016/08,11,Heroin,2016-08-01,4863300,0.22618386692163758
Alabama,01,2016,2016,"Sep., 2016",2016/09,10,Heroin,2016-09-01,4863300,0.2056216972014887
Alabama,01,2016,2016,"Dec., 2016",2016/12,19,Heroin,2016-12-01,4863300,0.3906812246828285
Alabama,01,2016,2016,"Feb., 2016",2016/02,10,Prescription_Opioids,2016-02-01,4863300,0.2056216972014887
Alabama,01,2016,2016,"Aug., 2016",2016/08,10,Prescription_Opioids,2016-08-01,4863300,0.2056216972014887
Alabama,01,2016,2016,"Feb., 2016",2016/02,10,Synthetic_Opioids,2016-02-01,4863300,0.2056216972014887
Alabama,01,2016,2016,"May, 2016",2016/05,10,Synthetic_Opioids,2016-05-01,4863300,0.2056216972014887
Alabama,01,2016,2016,"Jun., 2016",2016/06,32,Synthetic_Opioids,2016-06-01,4863300,0.6579894310447638
Alabama,01,2016,2016,"Jul., 2016",2016/07,16,Synthetic_Opioids,2016-07-01,4863300,0.3289947155223819
Alabama,01,2016,2016,"Aug., 2016",2016/08,19,Synthetic_Opioids,2016-08-01,4863300,0.3906812246828285
Alabama,01,2016,2016,"Sep., 2016",2016/09,11,Synthetic_Opioids,2016-09-01,4863300,0.22618386692163758
Alabama,01,2016,2016,"Oct., 2016",2016/10,10,Synthetic_Opioids,2016-10-01,4863300,0.2056216972014887
Alabama,01,2016,2016,"Nov., 2016",2016/11,15,Synthetic_Opioids,2016-11-01,4863300,0.30843254580223306
Alabama,01,2016,2016,"Dec., 2016",2016/12,18,Synthetic_Opioids,2016-12-01,4863300,0.37011905496267966
Alabama,01,2017,2017,"Jan., 2017",2017/01,20,Heroin,2017-01-01,4874747,0.410277702617182
Alabama,01,2017,2017,"May, 2017",2017/05,13,Heroin,2017-05-01,4874747,0.2666805067011683
Alabama,01,2017,2017,"Sep., 2017",2017/09,12,Heroin,2017-09-01,4874747,0.2461666215703092
Alabama,01,2017,2017,"Nov., 2017",2017/11,11,Heroin,2017-11-01,4874747,0.2256527364394501
Alabama,01,2017,2017,"Dec., 2017",2017/12,18,Heroin,2017-12-01,4874747,0.36924993235546383
Alabama,01,2017,2017,"Jan., 2017",2017/01,15,Prescription_Opioids,2017-01-01,4874747,0.3077082769628865
Alabama,01,2017,2017,"Feb., 2017",2017/02,14,Prescription_Opioids,2017-02-01,4874747,0.2871943918320274
Alabama,01,2017,2017,"Mar., 2017",2017/03,18,Prescription_Opioids,2017-03-01,4874747,0.36924993235546383
Alabama,01,2017,2017,"Apr., 2017",2017/04,12,Prescription_Opioids,2017-04-01,4874747,0.2461666215703092
Alabama,01,2017,2017,"May, 2017",2017/05,10,Prescription_Opioids,2017-05-01,4874747,0.205138851308591
Alabama,01,2017,2017,"Jun., 2017",2017/06,12,Prescription_Opioids,2017-06-01,4874747,0.2461666215703092
Alabama,01,2017,2017,"Jul., 2017",2017/07,11,Prescription_Opioids,2017-07-01,4874747,0.2256527364394501
Alabama,01,2017,2017,"Sep., 2017",2017/09,12,Prescription_Opioids,2017-09-01,4874747,0.2461666215703092
Alabama,01,2017,2017,"Oct., 2017",2017/10,10,Prescription_Opioids,2017-10-01,4874747,0.205138851308591
Alabama,01,2017,2017,"Dec., 2017",2017/12,13,Prescription_Opioids,2017-12-01,4874747,0.2666805067011683
Alabama,01,2017,2017,"Jan., 2017",2017/01,11,Synthetic_Opioids,2017-01-01,4874747,0.2256527364394501
Alabama,01,2017,2017,"Feb., 2017",2017/02,13,Synthetic_Opioids,2017-02-01,4874747,0.2666805067011683
Alabama,01,2017,2017,"Mar., 2017",2017/03,13,Synthetic_Opioids,2017-03-01,4874747,0.2666805067011683
Alabama,01,2017,2017,"May, 2017",2017/05,23,Synthetic_Opioids,2017-05-01,4874747,0.47181935800975927
Alabama,01,2017,2017,"Jun., 2017",2017/06,23,Synthetic_Opioids,2017-06-01,4874747,0.47181935800975927
Alabama,01,2017,2017,"Jul., 2017",2017/07,16,Synthetic_Opioids,2017-07-01,4874747,0.3282221620937456
Alabama,01,2017,2017,"Aug., 2017",2017/08,18,Synthetic_Opioids,2017-08-01,4874747,0.36924993235546383
Alabama,01,2017,2017,"Sep., 2017",2017/09,18,Synthetic_Opioids,2017-09-01,4874747,0.36924993235546383
Alabama,01,2017,2017,"Oct., 2017",2017/10,17,Synthetic_Opioids,2017-10-01,4874747,0.3487360472246047
Alabama,01,2017,2017,"Nov., 2017",2017/11,13,Synthetic_Opioids,2017-11-01,4874747,0.2666805067011683
Alabama,01,2017,2017,"Dec., 2017",2017/12,27,Synthetic_Opioids,2017-12-01,4874747,0.5538748985331957
Alabama,01,2018,2018,"Feb., 2018",2018/02,15,Heroin,2018-02-01,4887871,0.30688207606133633
Alabama,01,2018,2018,"Mar., 2018",2018/03,17,Heroin,2018-03-01,4887871,0.34779968620284785
Alabama,01,2018,2018,"Apr., 2018",2018/04,14,Heroin,2018-04-01,4887871,0.28642327099058057
Alabama,01,2018,2018,"May, 2018",2018/05,10,Heroin,2018-05-01,4887871,0.20458805070755756
Alabama,01,2018,2018,"Jun., 2018",2018/06,13,Heroin,2018-06-01,4887871,0.2659644659198248
Alabama,01,2018,2018,"Jul., 2018",2018/07,16,Heroin,2018-07-01,4887871,0.3273408811320921
Alabama,01,2018,2018,"Aug., 2018",2018/08,10,Heroin,2018-08-01,4887871,0.20458805070755756
Alabama,01,2018,2018,"Sep., 2018",2018/09,11,Heroin,2018-09-01,4887871,0.2250468557783133
Alabama,01,2018,2018,"Jan., 2018",2018/01,12,Prescription_Opioids,2018-01-01,4887871,0.24550566084906905
Alabama,01,2018,2018,"Feb., 2018",2018/02,14,Prescription_Opioids,2018-02-01,4887871,0.28642327099058057
Alabama,01,2018,2018,"Apr., 2018",2018/04,13,Prescription_Opioids,2018-04-01,4887871,0.2659644659198248
Alabama,01,2018,2018,"May, 2018",2018/05,13,Prescription_Opioids,2018-05-01,4887871,0.2659644659198248
Alabama,01,2018,2018,"Aug., 2018",2018/08,13,Prescription_Opioids,2018-08-01,4887871,0.2659644659198248
Alabama,01,2018,2018,"Nov., 2018",2018/11,13,Prescription_Opioids,2018-11-01,4887871,0.2659644659198248
Alabama,01,2018,2018,"Jan., 2018",2018/01,12,Synthetic_Opioids,2018-01-01,4887871,0.24550566084906905
Alabama,01,2018,2018,"Feb., 2018",2018/02,10,Synthetic_Opioids,2018-02-01,4887871,0.20458805070755756
Alabama,01,2018,2018,"Mar., 2018",2018/03,14,Synthetic_Opioids,2018-03-01,4887871,0.28642327099058057
Alabama,01,2018,2018,"Apr., 2018",2018/04,13,Synthetic_Opioids,2018-04-01,4887871,0.2659644659198248
Alabama,01,2018,2018,"May, 2018",2018/05,11,Synthetic_Opioids,2018-05-01,4887871,0.2250468557783133
Alabama,01,2018,2018,"Aug., 2018",2018/08,11,Synthetic_Opioids,2018-08-01,4887871,0.2250468557783133
Alabama,01,2018,2018,"Sep., 2018",2018/09,14,Synthetic_Opioids,2018-09-01,4887871,0.28642327099058057
Alabama,01,2018,2018,"Oct., 2018",2018/10,14,Synthetic_Opioids,2018-10-01,4887871,0.28642327099058057
Alabama,01,2018,2018,"Nov., 2018",2018/11,15,Synthetic_Opioids,2018-11-01,4887871,0.30688207606133633
Alabama,01,2018,2018,"Dec., 2018",2018/12,15,Synthetic_Opioids,2018-12-01,4887871,0.30688207606133633
Alabama,01,2019,2019,"Mar., 2019",2019/03,15,Heroin,2019-03-01,4903185,0.3059235986404755
Alabama,01,2019,2019,"Apr., 2019",2019/04,10,Heroin,2019-04-01,4903185,0.20394906576031702
Alabama,01,2019,2019,"May, 2019",2019/05,15,Heroin,2019-05-01,4903185,0.3059235986404755
Alabama,01,2019,2019,"Jun., 2019",2019/06,11,Heroin,2019-06-01,4903185,0.2243439723363487
Alabama,01,2019,2019,"Jul., 2019",2019/07,17,Heroin,2019-07-01,4903185,0.3467134117925389
Alabama,01,2019,2019,"Aug., 2019",2019/08,14,Heroin,2019-08-01,4903185,0.2855286920644438
Alabama,01,2019,2019,"Oct., 2019",2019/10,16,Heroin,2019-10-01,4903185,0.32631850521650724
Alabama,01,2019,2019,"Nov., 2019",2019/11,17,Heroin,2019-11-01,4903185,0.3467134117925389
Alabama,01,2019,2019,"Feb., 2019",2019/02,11,Prescription_Opioids,2019-02-01,4903185,0.2243439723363487
Alabama,01,2019,2019,"Mar., 2019",2019/03,10,Prescription_Opioids,2019-03-01,4903185,0.20394906576031702
Alabama,01,2019,2019,"Apr., 2019",2019/04,12,Prescription_Opioids,2019-04-01,4903185,0.24473887891238044
Alabama,01,2019,2019,"May, 2019",2019/05,13,Prescription_Opioids,2019-05-01,4903185,0.26513378548841215
Alabama,01,2019,2019,"Jun., 2019",2019/06,15,Prescription_Opioids,2019-06-01,4903185,0.3059235986404755
Alabama,01,2019,2019,"Aug., 2019",2019/08,17,Prescription_Opioids,2019-08-01,4903185,0.3467134117925389
Alabama,01,2019,2019,"Oct., 2019",2019/10,18,Prescription_Opioids,2019-10-01,4903185,0.3671083183685706
Alabama,01,2019,2019,"Nov., 2019",2019/11,10,Prescription_Opioids,2019-11-01,4903185,0.20394906576031702
Alabama,01,2019,2019,"Dec., 2019",2019/12,11,Prescription_Opioids,2019-12-01,4903185,0.2243439723363487
Alabama,01,2019,2019,"Jan., 2019",2019/01,17,Synthetic_Opioids,2019-01-01,4903185,0.3467134117925389
Alabama,01,2019,2019,"Feb., 2019",2019/02,15,Synthetic_Opioids,2019-02-01,4903185,0.3059235986404755
Alabama,01,2019,2019,"Mar., 2019",2019/03,12,Synthetic_Opioids,2019-03-01,4903185,0.24473887891238044
Alabama,01,2019,2019,"Apr., 2019",2019/04,13,Synthetic_Opioids,2019-04-01,4903185,0.26513378548841215
Alabama,01,2019,2019,"May, 2019",2019/05,15,Synthetic_Opioids,2019-05-01,4903185,0.3059235986404755
Alabama,01,2019,2019,"Jun., 2019",2019/06,22,Synthetic_Opioids,2019-06-01,4903185,0.4486879446726974
Alabama,01,2019,2019,"Jul., 2019",2019/07,20,Synthetic_Opioids,2019-07-01,4903185,0.40789813152063403
Alabama,01,2019,2019,"Aug., 2019",2019/08,20,Synthetic_Opioids,2019-08-01,4903185,0.40789813152063403
Alabama,01,2019,2019,"Sep., 2019",2019/09,14,Synthetic_Opioids,2019-09-01,4903185,0.2855286920644438
Alabama,01,2019,2019,"Oct., 2019",2019/10,20,Synthetic_Opioids,2019-10-01,4903185,0.40789813152063403
Alabama,01,2019,2019,"Nov., 2019",2019/11,18,Synthetic_Opioids,2019-11-01,4903185,0.3671083183685706
Alabama,01,2019,2019,"Dec., 2019",2019/12,27,Synthetic_Opioids,2019-12-01,4903185,0.5506624775528559
Alabama,01,2020,2020,"Jan., 2020",2020/01,10,Heroin,2020-01-01,4921532,0.20318876317374346
Alabama,01,2020,2020,"Mar., 2020",2020/03,16,Heroin,2020-03-01,4921532,0.3251020210779896
Alabama,01,2020,2020,"Apr., 2020",2020/04,12,Heroin,2020-04-01,4921532,0.24382651580849216
Alabama,01,2020,2020,"May, 2020",2020/05,24,Heroin,2020-05-01,4921532,0.4876530316169843
Alabama,01,2020,2020,"Jun., 2020",2020/06,14,Heroin,2020-06-01,4921532,0.28446426844324085
Alabama,01,2020,2020,"Aug., 2020",2020/08,13,Heroin,2020-08-01,4921532,0.26414539212586646
Alabama,01,2020,2020,"Nov., 2020",2020/11,12,Heroin,2020-11-01,4921532,0.24382651580849216
Alabama,01,2020,2020,"Jan., 2020",2020/01,12,Prescription_Opioids,2020-01-01,4921532,0.24382651580849216
Alabama,01,2020,2020,"Feb., 2020",2020/02,10,Prescription_Opioids,2020-02-01,4921532,0.20318876317374346
Alabama,01,2020,2020,"Mar., 2020",2020/03,14,Prescription_Opioids,2020-03-01,4921532,0.28446426844324085
Alabama,01,2020,2020,"Apr., 2020",2020/04,10,Prescription_Opioids,2020-04-01,4921532,0.20318876317374346
Alabama,01,2020,2020,"May, 2020",2020/05,10,Prescription_Opioids,2020-05-01,4921532,0.20318876317374346
Alabama,01,2020,2020,"Jun., 2020",2020/06,13,Prescription_Opioids,2020-06-01,4921532,0.26414539212586646
Alabama,01,2020,2020,"Sep., 2020",2020/09,14,Prescription_Opioids,2020-09-01,4921532,0.28446426844324085
Alabama,01,2020,2020,"Jan., 2020",2020/01,17,Synthetic_Opioids,2020-01-01,4921532,0.3454208973953639
Alabama,01,2020,2020,"Feb., 2020",2020/02,26,Synthetic_Opioids,2020-02-01,4921532,0.5282907842517329
Alabama,01,2020,2020,"Mar., 2020",2020/03,37,Synthetic_Opioids,2020-03-01,4921532,0.7517984237428508
Alabama,01,2020,2020,"Apr., 2020",2020/04,39,Synthetic_Opioids,2020-04-01,4921532,0.7924361763775996
Alabama,01,2020,2020,"May, 2020",2020/05,63,Synthetic_Opioids,2020-05-01,4921532,1.2800892079945838
Alabama,01,2020,2020,"Jun., 2020",2020/06,43,Synthetic_Opioids,2020-06-01,4921532,0.8737116816470969
Alabama,01,2020,2020,"Jul., 2020",2020/07,33,Synthetic_Opioids,2020-07-01,4921532,0.6705229184733534
Alabama,01,2020,2020,"Aug., 2020",2020/08,31,Synthetic_Opioids,2020-08-01,4921532,0.6298851658386048
Alabama,01,2020,2020,"Sep., 2020",2020/09,41,Synthetic_Opioids,2020-09-01,4921532,0.8330739290123482
Alabama,01,2020,2020,"Oct., 2020",2020/10,33,Synthetic_Opioids,2020-10-01,4921532,0.6705229184733534
Alabama,01,2020,2020,"Nov., 2020",2020/11,40,Synthetic_Opioids,2020-11-01,4921532,0.8127550526949738
Alabama,01,2020,2020,"Dec., 2020",2020/12,39,Synthetic_Opioids,2020-12-01,4921532,0.7924361763775996
Alaska,02,2008,2008,"Apr., 2008",2008/04,10,Prescription_Opioids,2008-04-01,687455,1.454640667389138
Alaska,02,2009,2009,"Jan., 2009",2009/01,11,Prescription_Opioids,2009-01-01,698895,1.5739131056882651
Alaska,02,2012,2012,"Nov., 2012",2012/11,10,Prescription_Opioids,2012-11-01,731449,1.3671493159468397
Alaska,02,2016,2016,"Jan., 2016",2016/01,10,Prescription_Opioids,2016-01-01,741894,1.3479014522290247
Alaska,02,2017,2017,"May, 2017",2017/05,11,Synthetic_Opioids,2017-05-01,739795,1.4868983975290453
Alaska,02,2020,2020,"May, 2020",2020/05,10,Synthetic_Opioids,2020-05-01,731158,1.3676934397216471
Arizona,04,1999,1999,"Apr., 1999",1999/04,12,Prescription_Opioids,1999-04-01,5023823,0.23886191850310012
Arizona,04,1999,1999,"May, 1999",1999/05,12,Prescription_Opioids,1999-05-01,5023823,0.23886191850310012
Arizona,04,2000,2000,"Feb., 2000",2000/02,15,Prescription_Opioids,2000-02-01,5130632,0.2923616427761726
Arizona,04,2000,2000,"Mar., 2000",2000/03,10,Prescription_Opioids,2000-03-01,5130632,0.19490776185078174
Arizona,04,2000,2000,"Jul., 2000",2000/07,11,Prescription_Opioids,2000-07-01,5130632,0.2143985380358599
Arizona,04,2000,2000,"Nov., 2000",2000/11,10,Prescription_Opioids,2000-11-01,5130632,0.19490776185078174
Arizona,04,2001,2001,"Aug., 2001",2001/08,10,Prescription_Opioids,2001-08-01,5273477,0.18962820924410972
Arizona,04,2001,2001,"Oct., 2001",2001/10,14,Prescription_Opioids,2001-10-01,5273477,0.2654794929417536
Arizona,04,2002,2002,"Jan., 2002",2002/01,10,Prescription_Opioids,2002-01-01,5396255,0.18531370367041589
Arizona,04,2002,2002,"Mar., 2002",2002/03,16,Prescription_Opioids,2002-03-01,5396255,0.2965019258726654
Arizona,04,2002,2002,"Apr., 2002",2002/04,12,Prescription_Opioids,2002-04-01,5396255,0.22237644440449905
Arizona,04,2002,2002,"May, 2002",2002/05,11,Prescription_Opioids,2002-05-01,5396255,0.20384507403745747
Arizona,04,2002,2002,"Jun., 2002",2002/06,15,Prescription_Opioids,2002-06-01,5396255,0.27797055550562383
Arizona,04,2002,2002,"Jul., 2002",2002/07,19,Prescription_Opioids,2002-07-01,5396255,0.35209603697379016
Arizona,04,2002,2002,"Oct., 2002",2002/10,11,Prescription_Opioids,2002-10-01,5396255,0.20384507403745747
Arizona,04,2003,2003,"Jul., 2003",2003/07,11,Methadone,2003-07-01,5510364,0.19962383610229742
Arizona,04,2003,2003,"Feb., 2003",2003/02,10,Prescription_Opioids,2003-02-01,5510364,0.1814762146384522
Arizona,04,2003,2003,"Apr., 2003",2003/04,10,Prescription_Opioids,2003-04-01,5510364,0.1814762146384522
Arizona,04,2003,2003,"May, 2003",2003/05,11,Prescription_Opioids,2003-05-01,5510364,0.19962383610229742
Arizona,04,2003,2003,"Jun., 2003",2003/06,10,Prescription_Opioids,2003-06-01,5510364,0.1814762146384522
Arizona,04,2003,2003,"Jul., 2003",2003/07,13,Prescription_Opioids,2003-07-01,5510364,0.23591907902998785
Arizona,04,2003,2003,"Aug., 2003",2003/08,14,Prescription_Opioids,2003-08-01,5510364,0.25406670049383306
Arizona,04,2003,2003,"Sep., 2003",2003/09,15,Prescription_Opioids,2003-09-01,5510364,0.27221432195767825
Arizona,04,2003,2003,"Oct., 2003",2003/10,10,Prescription_Opioids,2003-10-01,5510364,0.1814762146384522
Arizona,04,2003,2003,"Nov., 2003",2003/11,11,Prescription_Opioids,2003-11-01,5510364,0.19962383610229742
Arizona,04,2003,2003,"Dec., 2003",2003/12,12,Prescription_Opioids,2003-12-01,5510364,0.21777145756614263
Arizona,04,2004,2004,"Feb., 2004",2004/02,12,Methadone,2004-02-01,5652404,0.21229905010328348
Arizona,04,2004,2004,"Feb., 2004",2004/02,15,Prescription_Opioids,2004-02-01,5652404,0.26537381262910437
Arizona,04,2004,2004,"Mar., 2004",2004/03,16,Prescription_Opioids,2004-03-01,5652404,0.2830654001377113
Arizona,04,2004,2004,"Apr., 2004",2004/04,15,Prescription_Opioids,2004-04-01,5652404,0.26537381262910437
Arizona,04,2004,2004,"May, 2004",2004/05,17,Prescription_Opioids,2004-05-01,5652404,0.3007569876463183
Arizona,04,2004,2004,"Jun., 2004",2004/06,10,Prescription_Opioids,2004-06-01,5652404,0.17691587508606957
Arizona,04,2004,2004,"Jul., 2004",2004/07,16,Prescription_Opioids,2004-07-01,5652404,0.2830654001377113
Arizona,04,2004,2004,"Sep., 2004",2004/09,12,Prescription_Opioids,2004-09-01,5652404,0.21229905010328348
Arizona,04,2004,2004,"Oct., 2004",2004/10,12,Prescription_Opioids,2004-10-01,5652404,0.21229905010328348
Arizona,04,2004,2004,"Dec., 2004",2004/12,10,Prescription_Opioids,2004-12-01,5652404,0.17691587508606957
Arizona,04,2005,2005,"Feb., 2005",2005/02,11,Methadone,2005-02-01,5839077,0.18838593839403042
Arizona,04,2005,2005,"May, 2005",2005/05,11,Methadone,2005-05-01,5839077,0.18838593839403042
Arizona,04,2005,2005,"Nov., 2005",2005/11,12,Methadone,2005-11-01,5839077,0.20551193279348773
Arizona,04,2005,2005,"Feb., 2005",2005/02,21,Prescription_Opioids,2005-02-01,5839077,0.35964588238860357
Arizona,04,2005,2005,"Mar., 2005",2005/03,14,Prescription_Opioids,2005-03-01,5839077,0.23976392159240237
Arizona,04,2005,2005,"Apr., 2005",2005/04,10,Prescription_Opioids,2005-04-01,5839077,0.17125994399457312
Arizona,04,2005,2005,"May, 2005",2005/05,12,Prescription_Opioids,2005-05-01,5839077,0.20551193279348773
Arizona,04,2005,2005,"Jun., 2005",2005/06,16,Prescription_Opioids,2005-06-01,5839077,0.27401591039131695
Arizona,04,2005,2005,"Jul., 2005",2005/07,14,Prescription_Opioids,2005-07-01,5839077,0.23976392159240237
Arizona,04,2005,2005,"Aug., 2005",2005/08,13,Prescription_Opioids,2005-08-01,5839077,0.22263792719294503
Arizona,04,2005,2005,"Sep., 2005",2005/09,14,Prescription_Opioids,2005-09-01,5839077,0.23976392159240237
Arizona,04,2005,2005,"Oct., 2005",2005/10,14,Prescription_Opioids,2005-10-01,5839077,0.23976392159240237
Arizona,04,2005,2005,"Nov., 2005",2005/11,21,Prescription_Opioids,2005-11-01,5839077,0.35964588238860357
Arizona,04,2005,2005,"Dec., 2005",2005/12,12,Prescription_Opioids,2005-12-01,5839077,0.20551193279348773
Arizona,04,2006,2006,"Jan., 2006",2006/01,10,Methadone,2006-01-01,6029141,0.16586110691390366
Arizona,04,2006,2006,"Jul., 2006",2006/07,10,Methadone,2006-07-01,6029141,0.16586110691390366
Arizona,04,2006,2006,"Dec., 2006",2006/12,10,Methadone,2006-12-01,6029141,0.16586110691390366
Arizona,04,2006,2006,"Jan., 2006",2006/01,11,Prescription_Opioids,2006-01-01,6029141,0.182447217605294
Arizona,04,2006,2006,"Feb., 2006",2006/02,12,Prescription_Opioids,2006-02-01,6029141,0.19903332829668438
Arizona,04,2006,2006,"Mar., 2006",2006/03,21,Prescription_Opioids,2006-03-01,6029141,0.3483083245191977
Arizona,04,2006,2006,"Apr., 2006",2006/04,26,Prescription_Opioids,2006-04-01,6029141,0.4312388779761495
Arizona,04,2006,2006,"May, 2006",2006/05,13,Prescription_Opioids,2006-05-01,6029141,0.21561943898807476
Arizona,04,2006,2006,"Jun., 2006",2006/06,14,Prescription_Opioids,2006-06-01,6029141,0.23220554967946513
Arizona,04,2006,2006,"Jul., 2006",2006/07,26,Prescription_Opioids,2006-07-01,6029141,0.4312388779761495
Arizona,04,2006,2006,"Aug., 2006",2006/08,16,Prescription_Opioids,2006-08-01,6029141,0.26537777106224586
Arizona,04,2006,2006,"Oct., 2006",2006/10,11,Prescription_Opioids,2006-10-01,6029141,0.182447217605294
Arizona,04,2006,2006,"Nov., 2006",2006/11,14,Prescription_Opioids,2006-11-01,6029141,0.23220554967946513
Arizona,04,2006,2006,"Dec., 2006",2006/12,15,Prescription_Opioids,2006-12-01,6029141,0.2487916603708555
Arizona,04,2007,2007,"Jan., 2007",2007/01,12,Methadone,2007-01-01,6167681,0.19456259167748785
Arizona,04,2007,2007,"Aug., 2007",2007/08,12,Methadone,2007-08-01,6167681,0.19456259167748785
Arizona,04,2007,2007,"Jan., 2007",2007/01,12,Prescription_Opioids,2007-01-01,6167681,0.19456259167748785
Arizona,04,2007,2007,"Feb., 2007",2007/02,19,Prescription_Opioids,2007-02-01,6167681,0.30805743682268916
Arizona,04,2007,2007,"Mar., 2007",2007/03,15,Prescription_Opioids,2007-03-01,6167681,0.24320323959685983
Arizona,04,2007,2007,"Apr., 2007",2007/04,23,Prescription_Opioids,2007-04-01,6167681,0.3729116340485184
Arizona,04,2007,2007,"May, 2007",2007/05,16,Prescription_Opioids,2007-05-01,6167681,0.25941678890331715
Arizona,04,2007,2007,"Jun., 2007",2007/06,17,Prescription_Opioids,2007-06-01,6167681,0.27563033820977445
Arizona,04,2007,2007,"Jul., 2007",2007/07,18,Prescription_Opioids,2007-07-01,6167681,0.29184388751623175
Arizona,04,2007,2007,"Aug., 2007",2007/08,27,Prescription_Opioids,2007-08-01,6167681,0.4377658312743477
Arizona,04,2007,2007,"Sep., 2007",2007/09,15,Prescription_Opioids,2007-09-01,6167681,0.24320323959685983
Arizona,04,2007,2007,"Oct., 2007",2007/10,18,Prescription_Opioids,2007-10-01,6167681,0.29184388751623175
Arizona,04,2007,2007,"Nov., 2007",2007/11,15,Prescription_Opioids,2007-11-01,6167681,0.24320323959685983
Arizona,04,2007,2007,"Dec., 2007",2007/12,23,Prescription_Opioids,2007-12-01,6167681,0.3729116340485184
