"Notes","State","State Code","Year","Year Code","Month","Month Code",Deaths,Population,Crude Rate
,"Alabama","01","2020","2020","Jun., 2020","2020/06",43,Not Applicable,Not Applicable
,"Alabama","01","2020","2020","Jul., 2020","2020/07",33,Not Applicable,Not Applicable
,"Alabama","01","2020","2020","Aug., 2020","2020/08",31,Not Applicable,Not Applicable
,"Alabama","01","2020","2020","Sep., 2020","2020/09",41,Not Applicable,Not Applicable
,"Alabama","01","2020","2020","Oct., 2020","2020/10",33,Not Applicable,Not Applicable
,"Alabama","01","2020","2020","Nov., 2020","2020/11",40,Not Applicable,Not Applicable
,"Alabama","01","2020","2020","Dec., 2020","2020/12",39,Not Applicable,Not Applicable
,"Alaska","02","2017","2017","May, 2017","2017/05",11,Not Applicable,Not Applicable
,"Alaska","02","2020","2020","May, 2020","2020/05",10,Not Applicable,Not Applicable
,"Arizona","04","2010","2010","Sep., 2010","2010/09",10,Not Applicable,Not Applicable
,"Arizona","04","2013","2013","Jun., 2013","2013/06",10,Not Applicable,Not Applicable
,"Arizona","04","2013","2013","Dec., 2013","2013/12",11,Not Applicable,Not Applicable
,"Arizona","04","2014","2014","Nov., 2014","2014/11",10,Not Applicable,Not Applicable
,"Arizona","04","2015","2015","Jul., 2015","2015/07",10,Not Applicable,Not Applicable
,"Arizona","04","2016","2016","Mar., 2016","2016/03",13,Not Applicable,Not Applicable
,"Arizona","04","2016","2016","Aug., 2016","2016/08",13,Not Applicable,Not Applicable
,"Arizona","04","2016","2016","Sep., 2016","2016/09",12,Not Applicable,Not Applicable
,"Arizona","04","2016","2016","Oct., 2016","2016/10",14,Not Applicable,Not Applicable
,"Arizona","04","2016","2016","Nov., 2016","2016/11",18,Not Applicable,Not Applicable
,"Arizona","04","2016","2016","Dec., 2016","2016/12",10,Not Applicable,Not Applicable
,"Arizona","04","2017","2017","Jan., 2017","2017/01",13,Not Applicable,Not Applicable
,"Arizona","04","2017","2017","Feb., 2017","2017/02",14,Not Applicable,Not Applicable
,"Arizona","04","2017","2017","Mar., 2017","2017/03",23,Not Applicable,Not Applicable
,"Arizona","04","2017","2017","Apr., 2017","2017/04",11,Not Applicable,Not Applicable
,"Arizona","04","2017","2017","May, 2017","2017/05",24,Not Applicable,Not Applicable
,"Arizona","04","2017","2017","Jun., 2017","2017/06",30,Not Applicable,Not Applicable
,"Arizona","04","2017","2017","Jul., 2017","2017/07",25,Not Applicable,Not Applicable
,"Arizona","04","2017","2017","Aug., 2017","2017/08",22,Not Applicable,Not Applicable
,"Arizona","04","2017","2017","Sep., 2017","2017/09",20,Not Applicable,Not Applicable
,"Arizona","04","2017","2017","Oct., 2017","2017/10",25,Not Applicable,Not Applicable
,"Arizona","04","2017","2017","Nov., 2017","2017/11",33,Not Applicable,Not Applicable
,"Arizona","04","2017","2017","Dec., 2017","2017/12",27,Not Applicable,Not Applicable
,"Arizona","04","2018","2018","Jan., 2018","2018/01",23,Not Applicable,Not Applicable
,"Arizona","04","2018","2018","Feb., 2018","2018/02",38,Not Applicable,Not Applicable
,"Arizona","04","2018","2018","Mar., 2018","2018/03",46,Not Applicable,Not Applicable
,"Arizona","04","2018","2018","Apr., 2018","2018/04",36,Not Applicable,Not Applicable
,"Arizona","04","2018","2018","May, 2018","2018/05",35,Not Applicable,Not Applicable
,"Arizona","04","2018","2018","Jun., 2018","2018/06",52,Not Applicable,Not Applicable
,"Arizona","04","2018","2018","Jul., 2018","2018/07",38,Not Applicable,Not Applicable
,"Arizona","04","2018","2018","Aug., 2018","2018/08",60,Not Applicable,Not Applicable
,"Arizona","04","2018","2018","Sep., 2018","2018/09",48,Not Applicable,Not Applicable
,"Arizona","04","2018","2018","Oct., 2018","2018/10",41,Not Applicable,Not Applicable
,"Arizona","04","2018","2018","Nov., 2018","2018/11",53,Not Applicable,Not Applicable
,"Arizona","04","2018","2018","Dec., 2018","2018/12",52,Not Applicable,Not Applicable
,"Arizona","04","2019","2019","Jan., 2019","2019/01",56,Not Applicable,Not Applicable
,"Arizona","04","2019","2019","Feb., 2019","2019/02",39,Not Applicable,Not Applicable
,"Arizona","04","2019","2019","Mar., 2019","2019/03",53,Not Applicable,Not Applicable
,"Arizona","04","2019","2019","Apr., 2019","2019/04",58,Not Applicable,Not Applicable
,"Arizona","04","2019","2019","May, 2019","2019/05",63,Not Applicable,Not Applicable
,"Arizona","04","2019","2019","Jun., 2019","2019/06",47,Not Applicable,Not Applicable
,"Arizona","04","2019","2019","Jul., 2019","2019/07",77,Not Applicable,Not Applicable
,"Arizona","04","2019","2019","Aug., 2019","2019/08",72,Not Applicable,Not Applicable
,"Arizona","04","2019","2019","Sep., 2019","2019/09",72,Not Applicable,Not Applicable
,"Arizona","04","2019","2019","Oct., 2019","2019/10",80,Not Applicable,Not Applicable
,"Arizona","04","2019","2019","Nov., 2019","2019/11",84,Not Applicable,Not Applicable
,"Arizona","04","2019","2019","Dec., 2019","2019/12",95,Not Applicable,Not Applicable
,"Arizona","04","2020","2020","Jan., 2020","2020/01",100,Not Applicable,Not Applicable
,"Arizona","04","2020","2020","Feb., 2020","2020/02",78,Not Applicable,Not Applicable
,"Arizona","04","2020","2020","Mar., 2020","2020/03",125,Not Applicable,Not Applicable
,"Arizona","04","2020","2020","Apr., 2020","2020/04",109,Not Applicable,Not Applicable
,"Arizona","04","2020","2020","May, 2020","2020/05",154,Not Applicable,Not Applicable
,"Arizona","04","2020","2020","Jun., 2020","2020/06",160,Not Applicable,Not Applicable
,"Arizona","04","2020","2020","Jul., 2020","2020/07",151,Not Applicable,Not Applicable
,"Arizona","04","2020","2020","Aug., 2020","2020/08",143,Not Applicable,Not Applicable
,"Arizona","04","2020","2020","Sep., 2020","2020/09",95,Not Applicable,Not Applicable
,"Arizona","04","2020","2020","Oct., 2020","2020/10",115,Not Applicable,Not Applicable
,"Arizona","04","2020","2020","Nov., 2020","2020/11",134,Not Applicable,Not Applicable
,"Arizona","04","2020","2020","Dec., 2020","2020/12",112,Not Applicable,Not Applicable
,"Arkansas","05","2010","2010","Jun., 2010","2010/06",10,Not Applicable,Not Applicable
,"Arkansas","05","2017","2017","May, 2017","2017/05",10,Not Applicable,Not Applicable
,"Arkansas","05","2017","2017","Jul., 2017","2017/07",11,Not Applicable,Not Applicable
,"Arkansas","05","2018","2018","May, 2018","2018/05",13,Not Applicable,Not Applicable
,"Arkansas","05","2018","2018","Jun., 2018","2018/06",10,Not Applicable,Not Applicable
,"Arkansas","05","2018","2018","Jul., 2018","2018/07",10,Not Applicable,Not Applicable
,"Arkansas","05","2018","2018","Dec., 2018","2018/12",10,Not Applicable,Not Applicable
,"Arkansas","05","2019","2019","Jan., 2019","2019/01",14,Not Applicable,Not Applicable
,"Arkansas","05","2019","2019","Mar., 2019","2019/03",13,Not Applicable,Not Applicable
,"Arkansas","05","2019","2019","May, 2019","2019/05",11,Not Applicable,Not Applicable
,"Arkansas","05","2019","2019","Sep., 2019","2019/09",13,Not Applicable,Not Applicable
,"Arkansas","05","2019","2019","Oct., 2019","2019/10",11,Not Applicable,Not Applicable
,"Arkansas","05","2019","2019","Dec., 2019","2019/12",12,Not Applicable,Not Applicable
,"Arkansas","05","2020","2020","Jan., 2020","2020/01",15,Not Applicable,Not Applicable
,"Arkansas","05","2020","2020","Mar., 2020","2020/03",15,Not Applicable,Not Applicable
,"Arkansas","05","2020","2020","Apr., 2020","2020/04",11,Not Applicable,Not Applicable
,"Arkansas","05","2020","2020","May, 2020","2020/05",22,Not Applicable,Not Applicable
,"Arkansas","05","2020","2020","Jun., 2020","2020/06",26,Not Applicable,Not Applicable
,"Arkansas","05","2020","2020","Jul., 2020","2020/07",18,Not Applicable,Not Applicable
,"Arkansas","05","2020","2020","Aug., 2020","2020/08",12,Not Applicable,Not Applicable
,"Arkansas","05","2020","2020","Sep., 2020","2020/09",22,Not Applicable,Not Applicable
,"Arkansas","05","2020","2020","Oct., 2020","2020/10",14,Not Applicable,Not Applicable
,"Arkansas","05","2020","2020","Nov., 2020","2020/11",18,Not Applicable,Not Applicable
,"Arkansas","05","2020","2020","Dec., 2020","2020/12",15,Not Applicable,Not Applicable
,"California","06","1999","1999","Jul., 1999","1999/07",12,Not Applicable,Not Applicable
,"California","06","1999","1999","Oct., 1999","1999/10",10,Not Applicable,Not Applicable
,"California","06","2000","2000","Jun., 2000","2000/06",11,Not Applicable,Not Applicable
,"California","06","2000","2000","Jul., 2000","2000/07",10,Not Applicable,Not Applicable
,"California","06","2002","2002","Feb., 2002","2002/02",11,Not Applicable,Not Applicable
,"California","06","2002","2002","Mar., 2002","2002/03",12,Not Applicable,Not Applicable
,"California","06","2002","2002","May, 2002","2002/05",17,Not Applicable,Not Applicable
,"California","06","2002","2002","Jul., 2002","2002/07",10,Not Applicable,Not Applicable
,"California","06","2002","2002","Aug., 2002","2002/08",11,Not Applicable,Not Applicable
,"California","06","2002","2002","Sep., 2002","2002/09",10,Not Applicable,Not Applicable
,"California","06","2003","2003","Jan., 2003","2003/01",17,Not Applicable,Not Applicable
,"California","06","2003","2003","Feb., 2003","2003/02",10,Not Applicable,Not Applicable
,"California","06","2003","2003","Apr., 2003","2003/04",10,Not Applicable,Not Applicable
,"California","06","2003","2003","May, 2003","2003/05",13,Not Applicable,Not Applicable
,"California","06","2003","2003","Jul., 2003","2003/07",16,Not Applicable,Not Applicable
,"California","06","2003","2003","Sep., 2003","2003/09",10,Not Applicable,Not Applicable
,"California","06","2004","2004","Feb., 2004","2004/02",13,Not Applicable,Not Applicable
,"California","06","2004","2004","Mar., 2004","2004/03",18,Not Applicable,Not Applicable
,"California","06","2004","2004","May, 2004","2004/05",11,Not Applicable,Not Applicable
,"California","06","2004","2004","Jul., 2004","2004/07",20,Not Applicable,Not Applicable
,"California","06","2004","2004","Sep., 2004","2004/09",14,Not Applicable,Not Applicable
,"California","06","2004","2004","Oct., 2004","2004/10",10,Not Applicable,Not Applicable
,"California","06","2004","2004","Nov., 2004","2004/11",12,Not Applicable,Not Applicable
,"California","06","2004","2004","Dec., 2004","2004/12",12,Not Applicable,Not Applicable
,"California","06","2005","2005","Mar., 2005","2005/03",15,Not Applicable,Not Applicable
,"California","06","2005","2005","May, 2005","2005/05",10,Not Applicable,Not Applicable
,"California","06","2005","2005","Jun., 2005","2005/06",10,Not Applicable,Not Applicable
,"California","06","2005","2005","Jul., 2005","2005/07",10,Not Applicable,Not Applicable
,"California","06","2005","2005","Sep., 2005","2005/09",15,Not Applicable,Not Applicable
,"California","06","2005","2005","Oct., 2005","2005/10",13,Not Applicable,Not Applicable
,"California","06","2005","2005","Dec., 2005","2005/12",13,Not Applicable,Not Applicable
,"California","06","2006","2006","Jan., 2006","2006/01",10,Not Applicable,Not Applicable
,"California","06","2006","2006","Feb., 2006","2006/02",11,Not Applicable,Not Applicable
,"California","06","2006","2006","Mar., 2006","2006/03",18,Not Applicable,Not Applicable
,"California","06","2006","2006","Apr., 2006","2006/04",14,Not Applicable,Not Applicable
,"California","06","2006","2006","Jun., 2006","2006/06",16,Not Applicable,Not Applicable
,"California","06","2006","2006","Aug., 2006","2006/08",16,Not Applicable,Not Applicable
,"California","06","2006","2006","Oct., 2006","2006/10",15,Not Applicable,Not Applicable
,"California","06","2006","2006","Nov., 2006","2006/11",15,Not Applicable,Not Applicable
,"California","06","2006","2006","Dec., 2006","2006/12",13,Not Applicable,Not Applicable
,"California","06","2007","2007","Jan., 2007","2007/01",12,Not Applicable,Not Applicable
,"California","06","2007","2007","Feb., 2007","2007/02",10,Not Applicable,Not Applicable
,"California","06","2007","2007","Mar., 2007","2007/03",14,Not Applicable,Not Applicable
,"California","06","2007","2007","May, 2007","2007/05",10,Not Applicable,Not Applicable
,"California","06","2007","2007","Jun., 2007","2007/06",17,Not Applicable,Not Applicable
,"California","06","2007","2007","Aug., 2007","2007/08",10,Not Applicable,Not Applicable
,"California","06","2007","2007","Sep., 2007","2007/09",12,Not Applicable,Not Applicable
,"California","06","2007","2007","Oct., 2007","2007/10",10,Not Applicable,Not Applicable
,"California","06","2007","2007","Nov., 2007","2007/11",17,Not Applicable,Not Applicable
,"California","06","2007","2007","Dec., 2007","2007/12",10,Not Applicable,Not Applicable
,"California","06","2008","2008","Jan., 2008","2008/01",17,Not Applicable,Not Applicable
,"California","06","2008","2008","Feb., 2008","2008/02",14,Not Applicable,Not Applicable
,"California","06","2008","2008","Mar., 2008","2008/03",13,Not Applicable,Not Applicable
,"California","06","2008","2008","Apr., 2008","2008/04",10,Not Applicable,Not Applicable
,"California","06","2008","2008","May, 2008","2008/05",14,Not Applicable,Not Applicable
,"California","06","2008","2008","Jun., 2008","2008/06",10,Not Applicable,Not Applicable
,"California","06","2008","2008","Jul., 2008","2008/07",14,Not Applicable,Not Applicable
,"California","06","2008","2008","Aug., 2008","2008/08",11,Not Applicable,Not Applicable
,"California","06","2008","2008","Sep., 2008","2008/09",13,Not Applicable,Not Applicable
,"California","06","2008","2008","Oct., 2008","2008/10",13,Not Applicable,Not Applicable
,"California","06","2008","2008","Dec., 2008","2008/12",17,Not Applicable,Not Applicable
,"California","06","2009","2009","Jan., 2009","2009/01",26,Not Applicable,Not Applicable
,"California","06","2009","2009","Feb., 2009","2009/02",18,Not Applicable,Not Applicable
,"California","06","2009","2009","Mar., 2009","2009/03",22,Not Applicable,Not Applicable
,"California","06","2009","2009","Apr., 2009","2009/04",21,Not Applicable,Not Applicable
,"California","06","2009","2009","May, 2009","2009/05",12,Not Applicable,Not Applicable
,"California","06","2009","2009","Jun., 2009","2009/06",21,Not Applicable,Not Applicable
,"California","06","2009","2009","Sep., 2009","2009/09",13,Not Applicable,Not Applicable
,"California","06","2009","2009","Oct., 2009","2009/10",19,Not Applicable,Not Applicable
,"California","06","2009","2009","Nov., 2009","2009/11",12,Not Applicable,Not Applicable
,"California","06","2009","2009","Dec., 2009","2009/12",20,Not Applicable,Not Applicable
,"California","06","2010","2010","Jan., 2010","2010/01",19,Not Applicable,Not Applicable
,"California","06","2010","2010","Feb., 2010","2010/02",15,Not Applicable,Not Applicable
,"California","06","2010","2010","Mar., 2010","2010/03",19,Not Applicable,Not Applicable
,"California","06","2010","2010","Apr., 2010","2010/04",19,Not Applicable,Not Applicable
,"California","06","2010","2010","May, 2010","2010/05",15,Not Applicable,Not Applicable
,"California","06","2010","2010","Jun., 2010","2010/06",13,Not Applicable,Not Applicable
,"California","06","2010","2010","Jul., 2010","2010/07",18,Not Applicable,Not Applicable
,"California","06","2010","2010","Aug., 2010","2010/08",16,Not Applicable,Not Applicable
,"California","06","2010","2010","Sep., 2010","2010/09",16,Not Applicable,Not Applicable
,"California","06","2010","2010","Oct., 2010","2010/10",18,Not Applicable,Not Applicable
,"California","06","2010","2010","Nov., 2010","2010/11",16,Not Applicable,Not Applicable
,"California","06","2010","2010","Dec., 2010","2010/12",20,Not Applicable,Not Applicable
,"California","06","2011","2011","Jan., 2011","2011/01",12,Not Applicable,Not Applicable
,"California","06","2011","2011","Feb., 2011","2011/02",12,Not Applicable,Not Applicable
,"California","06","2011","2011","Mar., 2011","2011/03",17,Not Applicable,Not Applicable
,"California","06","2011","2011","May, 2011","2011/05",15,Not Applicable,Not Applicable
,"California","06","2011","2011","Jun., 2011","2011/06",14,Not Applicable,Not Applicable
,"California","06","2011","2011","Jul., 2011","2011/07",14,Not Applicable,Not Applicable
,"California","06","2011","2011","Aug., 2011","2011/08",15,Not Applicable,Not Applicable
,"California","06","2011","2011","Sep., 2011","2011/09",13,Not Applicable,Not Applicable
,"California","06","2011","2011","Oct., 2011","2011/10",14,Not Applicable,Not Applicable
,"California","06","2011","2011","Nov., 2011","2011/11",13,Not Applicable,Not Applicable
,"California","06","2011","2011","Dec., 2011","2011/12",17,Not Applicable,Not Applicable
,"California","06","2012","2012","Jan., 2012","2012/01",18,Not Applicable,Not Applicable
,"California","06","2012","2012","Mar., 2012","2012/03",10,Not Applicable,Not Applicable
,"California","06","2012","2012","Apr., 2012","2012/04",14,Not Applicable,Not Applicable
,"California","06","2012","2012","May, 2012","2012/05",14,Not Applicable,Not Applicable
,"California","06","2012","2012","Jul., 2012","2012/07",15,Not Applicable,Not Applicable
,"California","06","2012","2012","Aug., 2012","2012/08",15,Not Applicable,Not Applicable
,"California","06","2012","2012","Oct., 2012","2012/10",11,Not Applicable,Not Applicable
,"California","06","2012","2012","Dec., 2012","2012/12",16,Not Applicable,Not Applicable
,"California","06","2013","2013","Jan., 2013","2013/01",20,Not Applicable,Not Applicable
,"California","06","2013","2013","Mar., 2013","2013/03",18,Not Applicable,Not Applicable
,"California","06","2013","2013","Apr., 2013","2013/04",12,Not Applicable,Not Applicable
,"California","06","2013","2013","May, 2013","2013/05",14,Not Applicable,Not Applicable
,"California","06","2013","2013","Jun., 2013","2013/06",15,Not Applicable,Not Applicable
,"California","06","2013","2013","Jul., 2013","2013/07",12,Not Applicable,Not Applicable
,"California","06","2013","2013","Aug., 2013","2013/08",15,Not Applicable,Not Applicable
,"California","06","2013","2013","Sep., 2013","2013/09",15,Not Applicable,Not Applicable
,"California","06","2013","2013","Oct., 2013","2013/10",14,Not Applicable,Not Applicable
,"California","06","2013","2013","Nov., 2013","2013/11",14,Not Applicable,Not Applicable
,"California","06","2013","2013","Dec., 2013","2013/12",19,Not Applicable,Not Applicable
,"California","06","2014","2014","Jan., 2014","2014/01",20,Not Applicable,Not Applicable
,"California","06","2014","2014","Feb., 2014","2014/02",15,Not Applicable,Not Applicable
,"California","06","2014","2014","Mar., 2014","2014/03",17,Not Applicable,Not Applicable
,"California","06","2014","2014","Apr., 2014","2014/04",17,Not Applicable,Not Applicable
,"California","06","2014","2014","May, 2014","2014/05",12,Not Applicable,Not Applicable
,"California","06","2014","2014","Jun., 2014","2014/06",12,Not Applicable,Not Applicable
,"California","06","2014","2014","Jul., 2014","2014/07",25,Not Applicable,Not Applicable
,"California","06","2014","2014","Aug., 2014","2014/08",14,Not Applicable,Not Applicable
,"California","06","2014","2014","Sep., 2014","2014/09",14,Not Applicable,Not Applicable
,"California","06","2014","2014","Oct., 2014","2014/10",17,Not Applicable,Not Applicable
,"California","06","2014","2014","Nov., 2014","2014/11",14,Not Applicable,Not Applicable
,"California","06","2014","2014","Dec., 2014","2014/12",16,Not Applicable,Not Applicable
,"California","06","2015","2015","Jan., 2015","2015/01",19,Not Applicable,Not Applicable
,"California","06","2015","2015","Feb., 2015","2015/02",11,Not Applicable,Not Applicable
,"California","06","2015","2015","Mar., 2015","2015/03",12,Not Applicable,Not Applicable
,"California","06","2015","2015","Apr., 2015","2015/04",19,Not Applicable,Not Applicable
,"California","06","2015","2015","May, 2015","2015/05",21,Not Applicable,Not Applicable
,"California","06","2015","2015","Jun., 2015","2015/06",17,Not Applicable,Not Applicable
,"California","06","2015","2015","Jul., 2015","2015/07",15,Not Applicable,Not Applicable
,"California","06","2015","2015","Aug., 2015","2015/08",20,Not Applicable,Not Applicable
,"California","06","2015","2015","Sep., 2015","2015/09",18,Not Applicable,Not Applicable
,"California","06","2015","2015","Oct., 2015","2015/10",36,Not Applicable,Not Applicable
,"California","06","2015","2015","Nov., 2015","2015/11",28,Not Applicable,Not Applicable
,"California","06","2015","2015","Dec., 2015","2015/12",13,Not Applicable,Not Applicable
,"California","06","2016","2016","Jan., 2016","2016/01",22,Not Applicable,Not Applicable
,"California","06","2016","2016","Feb., 2016","2016/02",16,Not Applicable,Not Applicable
,"California","06","2016","2016","Mar., 2016","2016/03",50,Not Applicable,Not Applicable
,"California","06","2016","2016","Apr., 2016","2016/04",42,Not Applicable,Not Applicable
,"California","06","2016","2016","May, 2016","2016/05",29,Not Applicable,Not Applicable
,"California","06","2016","2016","Jun., 2016","2016/06",26,Not Applicable,Not Applicable
,"California","06","2016","2016","Jul., 2016","2016/07",29,Not Applicable,Not Applicable
,"California","06","2016","2016","Aug., 2016","2016/08",23,Not Applicable,Not Applicable
,"California","06","2016","2016","Sep., 2016","2016/09",22,Not Applicable,Not Applicable
,"California","06","2016","2016","Oct., 2016","2016/10",24,Not Applicable,Not Applicable
,"California","06","2016","2016","Nov., 2016","2016/11",32,Not Applicable,Not Applicable
,"California","06","2016","2016","Dec., 2016","2016/12",40,Not Applicable,Not Applicable
,"California","06","2017","2017","Jan., 2017","2017/01",43,Not Applicable,Not Applicable
,"California","06","2017","2017","Feb., 2017","2017/02",30,Not Applicable,Not Applicable
,"California","06","2017","2017","Mar., 2017","2017/03",43,Not Applicable,Not Applicable
,"California","06","2017","2017","Apr., 2017","2017/04",41,Not Applicable,Not Applicable
,"California","06","2017","2017","May, 2017","2017/05",47,Not Applicable,Not Applicable
,"California","06","2017","2017","Jun., 2017","2017/06",39,Not Applicable,Not Applicable
,"California","06","2017","2017","Jul., 2017","2017/07",40,Not Applicable,Not Applicable
,"California","06","2017","2017","Aug., 2017","2017/08",52,Not Applicable,Not Applicable
,"California","06","2017","2017","Sep., 2017","2017/09",46,Not Applicable,Not Applicable
,"California","06","2017","2017","Oct., 2017","2017/10",54,Not Applicable,Not Applicable
,"California","06","2017","2017","Nov., 2017","2017/11",50,Not Applicable,Not Applicable
,"California","06","2017","2017","Dec., 2017","2017/12",51,Not Applicable,Not Applicable
,"California","06","2018","2018","Jan., 2018","2018/01",67,Not Applicable,Not Applicable
,"California","06","2018","2018","Feb., 2018","2018/02",66,Not Applicable,Not Applicable
,"California","06","2018","2018","Mar., 2018","2018/03",68,Not Applicable,Not Applicable
,"California","06","2018","2018","Apr., 2018","2018/04",69,Not Applicable,Not Applicable
,"California","06","2018","2018","May, 2018","2018/05",53,Not Applicable,Not Applicable
,"California","06","2018","2018","Jun., 2018","2018/06",65,Not Applicable,Not Applicable
,"California","06","2018","2018","Jul., 2018","2018/07",77,Not Applicable,Not Applicable
,"California","06","2018","2018","Aug., 2018","2018/08",81,Not Applicable,Not Applicable
,"California","06","2018","2018","Sep., 2018","2018/09",104,Not Applicable,Not Applicable
,"California","06","2018","2018","Oct., 2018","2018/10",73,Not Applicable,Not Applicable
,"California","06","2018","2018","Nov., 2018","2018/11",65,Not Applicable,Not Applicable
,"California","06","2018","2018","Dec., 2018","2018/12",77,Not Applicable,Not Applicable
,"California","06","2019","2019","Jan., 2019","2019/01",91,Not Applicable,Not Applicable
,"California","06","2019","2019","Feb., 2019","2019/02",99,Not Applicable,Not Applicable
,"California","06","2019","2019","Mar., 2019","2019/03",125,Not Applicable,Not Applicable
,"California","06","2019","2019","Apr., 2019","2019/04",119,Not Applicable,Not Applicable
,"California","06","2019","2019","May, 2019","2019/05",115,Not Applicable,Not Applicable
,"California","06","2019","2019","Jun., 2019","2019/06",123,Not Applicable,Not Applicable
,"California","06","2019","2019","Jul., 2019","2019/07",150,Not Applicable,Not Applicable
,"California","06","2019","2019","Aug., 2019","2019/08",166,Not Applicable,Not Applicable
,"California","06","2019","2019","Sep., 2019","2019/09",159,Not Applicable,Not Applicable
,"California","06","2019","2019","Oct., 2019","2019/10",162,Not Applicable,Not Applicable
,"California","06","2019","2019","Nov., 2019","2019/11",176,Not Applicable,Not Applicable
,"California","06","2019","2019","Dec., 2019","2019/12",188,Not Applicable,Not Applicable
,"California","06","2020","2020","Jan., 2020","2020/01",200,Not Applicable,Not Applicable
,"California","06","2020","2020","Feb., 2020","2020/02",241,Not Applicable,Not Applicable
,"California","06","2020","2020","Mar., 2020","2020/03",260,Not Applicable,Not Applicable
,"California","06","2020","2020","Apr., 2020","2020/04",298,Not Applicable,Not Applicable
,"California","06","2020","2020","May, 2020","2020/05",341,Not Applicable,Not Applicable
